rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_duration,koi_depth,koi_prad,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad
8886,10093664,K07285.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.881,2.00E+01,0.97,1,7331,4.041,2.041
8887,10189523,K07293.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.6393,3.50E+04,31.98,1,5110,4.618,0.647
8888,10290447,K07306.01,,FALSE POSITIVE,FALSE POSITIVE,,5.23,1.90E+03,5.91,1,4892,4.669,0.586
8889,6531485,K06726.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.69459,2.05E+04,37.5,1,5813,4.568,0.816
8890,7499571,K06883.01,,FALSE POSITIVE,FALSE POSITIVE,,12.81,5.34E+02,1.92,1,5695,4.556,0.839
8891,7674050,K05412.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.8732,1.56E+05,48.18,1,5763,4.557,0.842
8892,8547213,K05536.01,,FALSE POSITIVE,FALSE POSITIVE,,12.48,5.00E+02,1.85,1,5701,4.558,0.815
8893,9391817,K05663.01,,CANDIDATE,CANDIDATE,0.965,10.245,1.58E+02,1.52,1,5960,4.306,1.213
8894,7750342,K05420.01,,FALSE POSITIVE,FALSE POSITIVE,,4.04,6.66E+02,16.67,1,5214,3.109,6.519
8895,9456887,K05677.01,,CANDIDATE,CANDIDATE,0.884,3.524,1.53E+02,1.14,1,5221,4.422,0.936
8896,7830321,K06044.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.5528,3.86E+03,31.12,1,5544,4.435,0.875
8897,6362386,K06146.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.96038,8.74E+04,52.18,1,7201,4.138,1.724
8898,11516930,K06240.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.9938,3.48E+02,1.84,1,5491,4.432,0.887
8899,11856178,K06246.01,,CANDIDATE,CANDIDATE,1,2.1557,2.31E+02,1.48,1,6122,4.487,0.964
8900,7622059,K06161.01,,FALSE POSITIVE,FALSE POSITIVE,0,23.85,1.06E+03,51.47,1,6428,4.144,1.436
8901,8094221,K06962.01,,FALSE POSITIVE,FALSE POSITIVE,0,37.68,1.88E+02,19.93,1,5896,4.516,0.914
8902,8098960,K06966.01,,CANDIDATE,CANDIDATE,0.98,2.067,2.18E+02,1.35,1,5564,4.587,0.785
8903,8123937,K06973.01,,FALSE POSITIVE,FALSE POSITIVE,,0.167,4.30E+01,2.99,1,6157,3.827,2.306
8904,8158324,K06981.01,,FALSE POSITIVE,FALSE POSITIVE,,25.65,2.27E+02,1.63,1,6103,4.391,1.03
8905,8231877,K06996.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.22271,1.39E+04,29.17,1,5112,4.596,0.673
8906,4483235,K07550.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.189,5.73E+01,1.53,1,8784,4.156,1.967
8907,6590362,K07570.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.811,9.14E+01,0.86,1,5926,4.532,0.887
8908,7031208,K07574.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.194,1.15E+02,1.5,1,6319,4.447,1.032
8909,7115384,K07578.01,,FALSE POSITIVE,FALSE POSITIVE,,5.723,3.14E+01,21.63,1,3789,1.549,27.384
8910,8106973,K07588.01,,FALSE POSITIVE,FALSE POSITIVE,,26.2259,6.98E+04,24.7,1,5810,4.567,0.811
8911,6698670,K06760.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.73495,4.54E+04,32.48,1,6269,4.109,1.508
8912,7116043,K06826.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.097,4.67E+01,0.77,1,5576,4.297,1.132
8913,7125636,K06832.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.47128,1.95E+05,33.46,1,4448,4.684,0.563
8914,5475712,K06588.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.5583,1.24E+05,40.11,1,6596,4.4,1.094
8915,5529560,K06593.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.734,7.00E+01,0.91,1,6090,4.447,1.071
8916,5621299,K06607.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.134,3.91E+01,1.13,1,6534,4.074,1.797
8917,5725851,K06620.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.251,2.23E+02,126.77,1,6715,3.211,5.97
8918,5802285,K06627.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8478,4.76E+03,26.71,1,4963,4.63,0.701
8919,4157488,K06390.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.78534,9.13E+04,81.49,1,6248,4.05,1.528
8920,5111801,K06521.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.496,1.42E+01,0.58,1,6609,4.17,1.455
8921,6523216,K06725.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.90236,2.16E+04,34.98,1,5750,3.703,2.379
8922,7870250,K06926.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.82,6.42E+01,0.75,1,5989,4.492,0.933
8923,9780149,K05713.01,,FALSE POSITIVE,FALSE POSITIVE,0.133,21.79,3.68E+02,41.44,1,5780,4.178,1.296
8924,8417078,K04693.01,Kepler-1619 b,CONFIRMED,CANDIDATE,0.991,6.852,5.70E+01,1.07,1,6144,4.149,1.393
8925,12735830,K03311.01,Kepler-1465 b,CONFIRMED,CANDIDATE,1,1.639,5.20E+02,4.98,1,4774,3.838,1.954
8926,3858767,K06370.01,,FALSE POSITIVE,FALSE POSITIVE,,3.799,6.09E+01,0.66,1,5582,4.551,0.85
8927,10924400,K07388.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.712,3.88E+01,0.48,1,5151,4.602,0.761
8928,7103300,K06819.01,,CANDIDATE,CANDIDATE,,0.4022,3.63E+01,1.01,1,6534,4.203,1.437
8929,11672354,K07471.01,,CANDIDATE,CANDIDATE,0.953,3.93,1.35E+02,1.3,1,6268,4.429,1.1
8930,9644411,K07213.01,,FALSE POSITIVE,FALSE POSITIVE,0.016,1.561,5.94E+02,1.59,1,4331,4.62,0.666
8931,7663804,K06898.01,,FALSE POSITIVE,FALSE POSITIVE,,13.01,3.07E+02,3.7,1,5258,3.771,2.004
8932,8195877,K06989.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6423,6.03E+04,60.74,2,6038,4.206,1.213
8933,8258103,K07590.01,,FALSE POSITIVE,FALSE POSITIVE,,5.557,2.54E+01,1.55,1,8596,3.793,2.968
8934,10208894,K08199.01,,FALSE POSITIVE,FALSE POSITIVE,0,13.088,1.05E+03,51.64,1,4959,2.569,11.963
8935,10253977,K08201.01,,CANDIDATE,CANDIDATE,0.216,3.21,7.79E+02,2.25,1,5307,4.605,0.753
8936,10268714,K08202.01,,FALSE POSITIVE,FALSE POSITIVE,0.141,19.87,1.75E+02,2.41,1,6664,4.075,1.73
8937,10281311,K08203.01,,FALSE POSITIVE,FALSE POSITIVE,0.037,7.627,2.44E+02,1.68,2,6306,4.426,1.076
8938,10341876,K08204.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.414,1.26E+03,3.57,1,5845,4.435,0.918
8939,10351947,K08205.01,,CANDIDATE,CANDIDATE,0.325,9.314,7.14E+02,25.39,1,4845,2.897,7.796
8940,1026032,K06252.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.73492,7.64E+04,36.62,1,5951,4.638,0.702
8941,2583777,K06284.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.3496,2.37E+03,49.16,1,6032,4.147,1.365
8942,2834463,K06293.01,,CANDIDATE,CANDIDATE,0.794,1.05,1.20E+02,1.21,1,6243,4.39,1.084
8943,3343866,K06328.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,1.271,7.53E+01,1.9,1,5445,3.776,2.117
8944,3973002,K06376.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.03833,6.94E+04,45.85,1,6024,4.523,0.9
8945,12600735,K00548.02,,CANDIDATE,CANDIDATE,0.813,2.706,5.51E+01,0.86,2,6008,4.35,1.168
8946,1434395,K07623.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,2.617,2.79E+02,34.14,1,4996,2.354,20.848
8947,2299738,K07628.01,,CANDIDATE,CANDIDATE,0.901,7.776,9.74E+01,0.69,1,5094,4.618,0.7
8948,2302758,K07629.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.283,8.83E+01,0.94,1,5875,4.476,0.998
8949,2449053,K07633.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.2,4.82E+02,2.09,1,5271,4.436,0.935
8950,8587439,K07899.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,1.193,1.34E+02,1.1,1,5892,4.389,0.935
8951,8703506,K07907.01,,FALSE POSITIVE,FALSE POSITIVE,0.019,2.901,1.66E+03,3.75,1,6112,4.513,0.908
8952,8712863,K07908.01,,FALSE POSITIVE,FALSE POSITIVE,0.168,2.145,1.99E+01,1.87,1,6894,3.476,4.032
8953,8962007,K07917.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,2.285,5.68E+01,0.74,1,5470,4.366,0.994
8954,9079915,K07922.01,,FALSE POSITIVE,FALSE POSITIVE,0.007,0.841,3.93E+01,0.83,1,6636,4.349,1.236
8955,10383687,K00334.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.224,1.19E+02,1.23,1,6134,4.396,1.039
8956,8248939,K00061.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.817,3.59E+02,24.87,1,6283,4.372,1.091
8957,7137213,K03907.01,,CANDIDATE,CANDIDATE,1,1.2246,6.24E+02,5.82,1,6507,4.002,1.767
8958,3764714,K03963.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.982,9.19E+02,85.25,1,6487,3.696,2.817
8959,8823833,K03968.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.1126,6.69E+01,0.8,1,5607,4.381,0.948
8960,10352333,K03991.01,,CANDIDATE,CANDIDATE,1,0.623,2.14E+02,1.37,1,5519,4.431,0.921
8961,1870398,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,0,61.73,2.83E+02,37.88,1,6198,4.069,1.769
8962,10160922,K07990.01,,CANDIDATE,CANDIDATE,0.789,5.881,5.29E+02,1.87,1,5774,4.567,0.818
8963,10198225,K07991.01,,CANDIDATE,CANDIDATE,0.989,6.893,6.33E+01,3.32,1,5094,3.38,4.163
8964,10214341,K07992.01,,CANDIDATE,CANDIDATE,0.126,9.67,3.21E+02,1.84,1,6461,4.474,0.971
8965,10219288,K07993.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.627,4.41E+02,117.25,1,3974,1.056,59.437
8966,10226343,K07994.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.111,5.67E+02,16.81,1,6520,4.375,1.215
8967,4763020,K08097.01,,FALSE POSITIVE,FALSE POSITIVE,0.017,12.55,1.00E+02,1.63,1,5884,3.979,1.628
8968,5288744,K08099.01,,FALSE POSITIVE,FALSE POSITIVE,0.057,4.8236,4.20E+02,3.53,1,6045,3.956,1.719
8969,5305225,K08100.01,,FALSE POSITIVE,FALSE POSITIVE,0,20.688,3.50E+02,2.11,1,5708,4.465,0.933
8970,5598216,K08101.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.78,3.83E+02,2.19,2,5846,4.258,1.116
8971,5637036,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,0.157,2.438,7.31E+02,32.31,1,4932,2.697,12.048
8972,5647008,K08103.01,,FALSE POSITIVE,FALSE POSITIVE,0.493,6.613,4.93E+03,34.7,1,5568,4.488,0.882
8973,10385708,K08206.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.38,2.13E+02,2.5,4,5845,4.024,1.702
8974,10404545,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.97,1.36E+03,2.5,1,5188,4.642,0.69
8975,10425070,K08208.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,5.702,1.97E+03,40.48,3,5648,4.559,0.841
8976,10425070,K08208.02,,FALSE POSITIVE,FALSE POSITIVE,0,18.494,1.30E+03,3.17,4,5648,4.559,0.841
8977,10461045,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,0.088,12.167,1.62E+02,1.72,1,6732,4.271,1.316
8978,10493253,K08210.01,,FALSE POSITIVE,FALSE POSITIVE,0.168,3.726,1.42E+03,78.77,1,4742,2.099,21.291
8979,4160669,K06391.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.2703,1.32E+03,4633.66,1,3198,0.047,162.725
8980,4269252,K06398.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.79,3.16E+02,23.61,1,4597,2.42,13.874
8981,4574310,K06427.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.14519,4.81E+05,83.16,1,6600,4.238,1.124
8982,4773155,K06453.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.969,4.65E+05,67.11,1,5642,4.498,0.903
8983,4862625,K06464.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.0042,1.31E+04,21.57,1,6373,4.438,1.047
8984,2834805,K07638.01,,CANDIDATE,CANDIDATE,0.76,5.498,6.41E+01,1.47,1,6148,4.055,1.685
8985,2859299,K07640.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.801,1.72E+02,1.48,1,6161,4.362,1.114
8986,2984990,K07641.01,,CANDIDATE,CANDIDATE,0.979,2.289,8.32E+01,1.36,1,5455,4.025,1.507
8987,3230095,K07647.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.693,1.51E+02,1.1,1,5496,4.592,0.776
8988,3235282,K07649.01,,FALSE POSITIVE,FALSE POSITIVE,0.011,2.239,1.44E+03,4.5,1,6392,4.399,1.162
8989,9142714,K07928.01,,CANDIDATE,CANDIDATE,1,3.62,,,4,,,
8990,9278575,K07932.01,,CANDIDATE,CANDIDATE,0.23,14.84,1.53E+02,1.03,1,5637,4.46,0.833
8991,9592831,K07947.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.836,2.88E+02,1.35,1,5296,4.576,0.815
8992,9770983,K07961.01,,FALSE POSITIVE,FALSE POSITIVE,0.382,2.853,8.16E+01,0.92,1,5977,4.473,1.022
8993,9777089,K07962.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.68,1.16E+02,1.97,1,6654,4.113,1.712
8994,8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1,0.4279,1.12E+03,0.66,2,3292,5.215,0.148
8995,6233890,K01624.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.172,2.23E+02,65.37,1,6106,3.633,3.09
8996,4844004,K01662.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.7773,3.52E+02,1.55,1,5435,4.578,0.824
8997,6604328,K01736.01,Kepler-945 b,CONFIRMED,CANDIDATE,1,5.253,6.45E+02,2.72,1,6090,4.447,1.071
8998,8396405,K01733.01,,CANDIDATE,CANDIDATE,0.938,2.424,8.65E+02,1.72,1,5214,4.673,0.587
8999,10321972,K07998.01,,CANDIDATE,CANDIDATE,0.692,16.07,1.10E+03,2.96,1,5592,4.418,0.894
9000,10322797,K07999.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.596,3.17E+01,1.18,1,6532,3.961,1.987
9001,10331279,K08000.01,,CANDIDATE,CANDIDATE,0.975,19.46,3.80E+02,1.7,1,5663,4.579,0.782
9002,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,0.087,12.446,4.19E+02,2.35,1,6136,4.368,1.087
9003,10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.637,2.26E+02,0.18,1,2661,5.283,0.116
9004,10383729,K08004.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.207,5.86E+01,0.84,1,6046,4.478,1.007
9005,5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,0.05,7.28,7.19E+02,2.22,1,5665,4.568,0.82
9006,5775090,K08105.01,,FALSE POSITIVE,FALSE POSITIVE,0.021,10.85,8.66E+02,1.64,1,4403,4.7,0.576
9007,5791705,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,0.217,9.312,2.89E+02,2.43,1,6228,4.193,1.427
9008,5802205,K08107.01,,CANDIDATE,CANDIDATE,0.381,18.521,7.68E+01,1.69,1,6180,3.946,1.917
9009,5812648,K08108.01,,FALSE POSITIVE,FALSE POSITIVE,0.08,11.9,2.60E+02,5.75,6,6565,3.573,3.308
9010,5858919,K08109.01,,CANDIDATE,CANDIDATE,0.224,3.201,1.40E+02,250.2,1,3297,0.236,151.184
9011,10519701,K08212.01,,FALSE POSITIVE,FALSE POSITIVE,0.079,35.42,3.88E+02,47.48,1,6122,3.811,2.348
9012,10664150,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,0.129,31.46,1.27E+03,29.24,1,6296,4.481,0.966
9013,10735575,K08214.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.707,9.40E+01,79.51,1,3940,0.76,84.461
9014,10753394,K08215.01,,FALSE POSITIVE,FALSE POSITIVE,0.01,9.197,2.43E+02,0.96,1,4326,4.667,0.575
9015,10875937,K08216.01,,FALSE POSITIVE,FALSE POSITIVE,0,15,1.13E+04,76.66,7,4878,3.08,4.461
9016,10907307,K08217.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.742,1.52E+03,5.02,1,6046,4.357,1.048
9017,4908495,K06468.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.4248,2.40E+05,45.91,1,4926,4.548,0.749
9018,4914737,K06471.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.273,2.07E+02,0.85,1,3929,4.705,0.55
9019,5083252,K06512.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.5902,2.04E+01,0.48,1,6305,4.422,1.052
9020,5272571,K06550.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.637,3.23E+01,2.18,1,5216,3.287,3.871
9021,5288543,K06555.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.24058,3.16E+05,86.12,1,6526,4.182,1.482
9022,3241647,K07650.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.028,6.79E+01,0.85,1,5403,4.389,1.029
9023,3448456,K07656.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.288,3.96E+02,1.72,1,5861,4.546,0.865
9024,3644631,K07659.01,,FALSE POSITIVE,FALSE POSITIVE,0,23.49,6.71E+02,2.37,1,5743,4.527,0.904
9025,3644738,K07660.01,,FALSE POSITIVE,FALSE POSITIVE,0,21.71,8.08E+02,2.7,1,6117,4.496,0.947
9026,3848083,K07670.01,,CANDIDATE,CANDIDATE,0.999,6.052,1.63E+02,1.18,1,5841,4.52,0.931
9027,6209677,K01750.01,Kepler-948 b,CONFIRMED,CANDIDATE,0.999,3.689,2.18E+02,1.35,1,5447,4.481,0.917
9028,9529744,K01806.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.4918,4.09E+02,4.69,1,6426,4.013,1.775
9029,2860114,K02170.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.1886,4.62E+02,2.29,1,5237,4.481,0.837
9030,5125347,K02241.01,,CANDIDATE,CANDIDATE,0.984,1.705,4.34E+02,2.31,1,6174,4.417,1.103
9031,9156585,K02054.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.669,1.30E+03,4.56,1,5648,4.489,0.912
9032,10389280,K08005.01,,FALSE POSITIVE,FALSE POSITIVE,0.075,11.438,8.73E+01,4.48,1,11357,3.667,4.528
9033,10397315,K08006.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.645,6.17E+01,0.78,1,6014,4.494,0.958
9034,10403228,K08007.01,,CANDIDATE,CANDIDATE,0.804,3.1147,1.69E+03,9.66,3,3391,4.936,0.311
9035,10405482,K08009.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.156,3.96E+01,0.64,1,6223,4.459,1.006
9036,10405546,K08010.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.582,1.89E+01,0.48,1,6367,4.419,1.087
9037,10407191,K08011.01,,CANDIDATE,CANDIDATE,1,3.5,,,1,,,
9038,5955197,K08111.01,,CANDIDATE,CANDIDATE,0.223,18.566,9.78E+02,2.33,1,5316,4.539,0.753
9039,5955427,K08112.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.396,6.97E+02,1.91,1,4594,4.557,0.752
9040,5956977,K08113.01,,FALSE POSITIVE,FALSE POSITIVE,0.108,2.285,4.33E+02,15.03,1,4763,2.685,7.068
9041,6043574,K08114.01,,FALSE POSITIVE,FALSE POSITIVE,0.102,4.52,3.68E+02,55.75,1,6056,3.816,2.29
9042,6049470,K08115.01,,FALSE POSITIVE,FALSE POSITIVE,0.048,12.62,8.10E+01,0.47,1,3778,4.742,0.515
9043,6105359,K08116.01,,FALSE POSITIVE,FALSE POSITIVE,0.253,8.93,2.99E+02,2.13,1,5533,4.244,1.255
9044,11099109,K08219.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.39,4.15E+02,2.05,1,5780,4.438,1
9045,11338091,K08221.01,,FALSE POSITIVE,FALSE POSITIVE,0.092,15.23,9.49E+01,1.35,1,6392,4.213,1.34
9046,11400356,K08222.01,,FALSE POSITIVE,FALSE POSITIVE,0.112,10.53,6.31E+02,2.24,1,5511,4.477,0.872
9047,11446424,K08223.01,,CANDIDATE,CANDIDATE,0.522,3.855,6.26E+02,2.2,1,5447,4.506,0.859
9048,11449696,K08224.01,,FALSE POSITIVE,FALSE POSITIVE,0.027,19.95,7.20E+02,2.55,1,6106,4.497,0.94
9049,11456839,K08225.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.069,1.39E+03,71.66,1,5013,2.394,19.813
9050,5462901,K06581.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.7822,2.94E+05,37.93,1,4348,4.601,0.678
9051,5513833,K06591.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.371,7.67E+01,0.19,1,3256,5.071,0.207
9052,5632781,K06609.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.8097,4.30E+05,164.02,1,6047,3.724,2.3
9053,6044064,K06652.01,,FALSE POSITIVE,FALSE POSITIVE,0,13.8913,6.63E+05,302.18,1,5375,4.531,0.752
9054,4072271,K07680.01,,CANDIDATE,CANDIDATE,0.427,14.5,2.08E+02,2.66,1,6990,4.115,1.785
9055,4073089,K07682.01,,FALSE POSITIVE,FALSE POSITIVE,0,17.487,2.26E+05,76.18,1,7078,4.192,1.568
9056,4252671,K07687.01,,CANDIDATE,CANDIDATE,0.95,8.315,4.99E+01,2.66,1,5758,3.456,3.775
9057,4390912,K07695.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.441,1.30E+02,8.73,1,4643,2.595,7.906
9058,4472143,K07696.01,,FALSE POSITIVE,FALSE POSITIVE,0.044,5.759,2.53E+02,2.01,1,6186,4.358,1.253
9059,6696580,K02092.01,Kepler-359 c,CONFIRMED,CANDIDATE,0.981,5.118,1.63E+03,5.14,1,6228,4.441,1.049
9060,3234598,K02413.01,Kepler-383 b,CONFIRMED,CANDIDATE,1,3.28,4.12E+02,1.49,1,4513,4.574,0.722
9061,8380709,K02468.01,Kepler-1249 b,CONFIRMED,CANDIDATE,0.997,6.557,3.23E+02,1.74,1,6091,4.487,0.967
9062,11752632,K02492.01,Kepler-1258 b,CONFIRMED,CANDIDATE,1,1.9724,8.14E+01,1.49,1,5825,4.046,1.662
9063,11179076,K02497.01,Kepler-1261 b,CONFIRMED,CANDIDATE,0.985,4.03,8.86E+02,2.78,1,4891,4.516,0.805
9064,10452252,K08012.01,,CANDIDATE,CANDIDATE,0.989,2.1742,3.99E+02,0.42,7,3374,5.066,0.218
9065,10462462,K08013.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.27,,,1,,,
9066,10470882,K08014.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.842,9.81E+01,0.79,1,5628,4.575,0.808
9067,10470993,K08015.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.385,3.13E+01,0.64,1,6363,4.399,1.131
9068,10471055,K08017.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.629,4.99E+01,0.63,1,6102,4.528,0.887
9069,10471204,K08018.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.344,6.13E+01,0.7,1,5734,4.538,0.883
9070,6119605,K08118.01,,FALSE POSITIVE,FALSE POSITIVE,0.133,12.009,2.06E+03,3.13,6,5250,4.684,0.608
9071,6230649,K08119.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,7.99,3.61E+02,33.2,1,6743,4.144,1.433
9072,6286633,K08120.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.869,2.57E+03,68.39,3,5083,2.708,12.868
9073,6451125,K08121.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.503,3.89E+02,34.52,1,6793,3.926,1.96
9074,6507334,K08122.01,,CANDIDATE,CANDIDATE,0.731,2.0865,4.42E+02,2.21,1,6242,4.442,1.047
9075,6516529,K08123.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,11.24,4.04E+02,1.89,1,5947,4.487,0.945
9076,11501492,K08226.01,,FALSE POSITIVE,FALSE POSITIVE,0,25.36,5.19E+02,2.88,1,6164,4.446,1.045
9077,11558217,K08227.01,,FALSE POSITIVE,FALSE POSITIVE,0.223,17.03,1.52E+02,1.9,1,6740,4.165,1.471
9078,11649292,K08228.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,4.76,1.33E+03,14.33,1,5078,3.479,3
9079,11760931,K08229.01,,FALSE POSITIVE,FALSE POSITIVE,0.096,11.683,2.33E+02,1.48,1,6032,4.485,0.973
9080,11854061,K08230.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,20.18,5.06E+03,25.19,4,4559,4.612,0.655
9081,6131659,K06667.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.78491,3.48E+05,49.36,1,5079,4.579,0.732
9082,6207053,K06675.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.3741,3.35E+02,1.29,1,4842,4.616,0.726
9083,6664842,K06750.01,,CANDIDATE,CANDIDATE,0.788,3.188,7.85E+01,1.24,1,5529,4.123,1.412
9084,6766748,K06764.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.90232,3.50E+05,75.09,1,6818,4.357,1.216
9085,6878408,K06786.01,,CANDIDATE,CANDIDATE,0.556,13.07,1.11E+03,3,1,5883,4.53,0.892
9086,4651399,K07698.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,4.495,2.13E+03,39.59,1,4893,2.454,8.811
9087,4742188,K07703.01,,CANDIDATE,CANDIDATE,0.255,10.395,3.91E+02,1.96,1,6031,4.45,0.992
9088,4742452,K07704.01,,CANDIDATE,CANDIDATE,0.937,3.256,8.55E+01,1,1,6108,4.43,1.08
9089,5009688,K07713.01,,FALSE POSITIVE,FALSE POSITIVE,0.198,1.125,9.23E+01,1.1,1,5861,4.385,1.131
9090,5024429,K07714.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.958,1.59E+02,1.39,1,6184,4.448,1.038
9091,7747835,K08143.01,,FALSE POSITIVE,FALSE POSITIVE,0,28.37,6.22E+02,2.65,1,6131,4.497,0.945
9092,9851983,K07969.01,,FALSE POSITIVE,FALSE POSITIVE,0.078,11.838,2.12E+02,52.87,1,6184,3.665,2.646
9093,9521317,K07940.01,,CANDIDATE,CANDIDATE,0.896,1.49,3.26E+02,1.86,1,6077,4.471,0.999
9094,9651155,K07955.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.846,3.14E+04,137.54,1,8059,3.789,2.859
9095,10415227,K02562.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.931,1.81E+02,1.33,1,6106,4.487,0.966
9096,9842937,K02567.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.453,1.94E+02,1.33,1,5695,4.411,0.961
